Województwo,Powiat,Gmina,Adres,Typ obszaru,Długość geograficzna,Szerokość geograficzna,Data pomiaru,Parametr pomiaru,Wynik pomiaru [V/m],Niepewność pomiaru [V/m],Średnia dla obszaru [V/m]
WOJ. ŚWIĘTOKRZYSKIE,Powiat starachowicki,Starachowice,Starachowice.Łazy.ul.Łazy 11,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 6' 10""","51° 2' 25""",2019-06-25,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat starachowicki,Starachowice,Starachowice.os.Skarpa.ul.Waryńskiego 3a,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 4' 56""","51° 2' 43""",2019-06-17,Składowa elektryczna 3[MHz]-300[GHz],0.18,0.04,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat starachowicki,Starachowice,Starachowice.os.Skałka.ul.Gliniana 4,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 5' 24""","51° 3' 2""",2019-05-27,Składowa elektryczna 3[MHz]-300[GHz],0.15,0.04,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat m. Kielce,M. Kielce,Kielce.os.Sady. ul.Wiosenna ,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 37' 57""","50° 52' 56""",2019-06-04,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.03,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat m. Kielce,M. Kielce,Kielce.os.Bocianek. ul. Wyspiańskiego 5 / Boya-Żeleńskiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 38' 49""","50° 53' 6""",2019-02-26,Składowa elektryczna 3[MHz]-300[GHz],0.51,0.12,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat m. Kielce,M. Kielce,Kielce.os.Jagiellońskie.ul.Szkolna 36,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 36' 21""","50° 52' 13""",2019-07-30,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat m. Kielce,M. Kielce,Kielce.os.Na Stoku,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 40' 18""","50° 53' 48""",2019-03-20,Składowa elektryczna 3[MHz]-300[GHz],0.39,0.1,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat m. Kielce,M. Kielce,Kielce.Plac Targowy.KSM,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 38' 26""","50° 51' 52""",2019-02-27,Składowa elektryczna 3[MHz]-300[GHz],0.38,0.09,0.152
WOJ. ŚWIĘTOKRZYSKIE,Powiat jędrzejowski,Sędziszów,Sędziszów.ul.Przemysłowa 9,Pozostałe miasta,"20° 2' 25""","50° 33' 36""",2019-09-17,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat jędrzejowski,Małogoszcz,Małogoszcz.plac przed SP im.24.02.1863r.,Pozostałe miasta,"20° 16' 10""","50° 48' 28""",2019-06-26,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat kazimierski,Skalbmierz,"Skalbmierz.u.ppor.""Brzozy II""",Pozostałe miasta,"20° 23' 53""","50° 19' 1""",2019-04-26,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat kielecki,Chmielnik,Chmielnik.Pl.Kościelny,Pozostałe miasta,"20° 45' 12""","50° 36' 51""",2019-07-08,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat kielecki,Bodzentyn,Bodzentyn.Pl.Żwirki,Pozostałe miasta,"20° 57' 29""","50° 56' 27""",2019-07-31,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat konecki,Końskie,Końskie. ul. Armii Krajowej,Pozostałe miasta,"20° 24' 41""","51° 11' 48""",2019-07-22,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat opatowski,Ożarów,Ożarów,Pozostałe miasta,"21° 40' 1""","50° 53' 16""",2019-05-30,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.07,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat ostrowiecki,Kunów,Kunów,Pozostałe miasta,"21° 16' 37""","50° 57' 24""",2019-06-07,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat pińczowski,Pińczów,Pińczów,Pozostałe miasta,"20° 32' 2""","50° 30' 59""",2019-05-08,Składowa elektryczna 3[MHz]-300[GHz],0.48,0.12,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat sandomierski,Koprzywnica,Koprzywnica,Pozostałe miasta,"21° 34' 44""","50° 35' 34""",2019-04-18,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat sandomierski,Sandomierz,Sandomierz,Pozostałe miasta,"21° 44' 59""","50° 40' 45""",2019-09-23,Składowa elektryczna 3[MHz]-300[GHz],1.24,0.31,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat skarżyski,Suchedniów,Suchedniów.ul.Szarych Szeregów 6,Pozostałe miasta,"20° 50' 48""","51° 2' 51""",2019-06-27,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat skarżyski,Skarżysko-Kamienna,Skarżysko-Kamienna,Pozostałe miasta,"20° 51' 23""","51° 6' 53""",2019-07-12,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat staszowski,Połaniec,Połaniec. ul. Żapniowska,Pozostałe miasta,"21° 16' 55""","50° 25' 33""",2019-04-04,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat włoszczowski,Włoszczowa,Włoszczowa.ul.M.Reja 5,Pozostałe miasta,"19° 57' 19""","50° 51' 19""",2019-02-28,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.08,0.1893333
WOJ. ŚWIĘTOKRZYSKIE,Powiat buski,Tuczępy,Tuczępy,Tereny wiejskie,"20° 59' 34""","50° 31' 0""",2019-03-21,Składowa elektryczna 3[MHz]-300[GHz],0.12,0.03,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat jędrzejowski,Sobków,Sobków,Tereny wiejskie,"20° 27' 5""","50° 41' 57""",2019-07-05,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat jędrzejowski,Nagłowice,Nagłowice,Tereny wiejskie,"20° 6' 10""","50° 40' 38""",2019-03-07,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat kielecki,Górno,Górno,Tereny wiejskie,"20° 49' 21""","50° 51' 0""",2019-09-20,Składowa elektryczna 3[MHz]-300[GHz],0.33,0.08,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat kielecki,Strawczyn,Strawczyn,Tereny wiejskie,"20° 25' 9""","50° 56' 19""",2019-05-09,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat kielecki,Bieliny,Makoszyn,Tereny wiejskie,"20° 57' 37""","50° 48' 32""",2019-07-18,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat konecki,Smyków,Smyków,Tereny wiejskie,"20° 24' 6""","51° 3' 26""",2019-03-29,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat konecki,Fałków,Fałków,Tereny wiejskie,"20° 6' 21""","51° 8' 6""",2019-04-03,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat opatowski,Baćkowice,Baćkowice,Tereny wiejskie,"21° 13' 57""","50° 47' 46""",2019-05-31,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat pińczowski,Michałów,Michałów,Tereny wiejskie,"20° 27' 24""","50° 29' 24""",2019-07-19,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat pińczowski,Pińczów,Gacki. os. Gacki 8A (obok sklepu Lewiatan),Tereny wiejskie,"20° 35' 20""","50° 26' 55""",2019-09-06,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat sandomierski,Wilczyce,Wilczyce,Tereny wiejskie,"21° 39' 23""","50° 44' 42""",2019-06-03,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat starachowicki,Brody,Ruda,Tereny wiejskie,"21° 10' 39""","51° 0' 44""",2019-06-11,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat staszowski,Bogoria,Bogoria,Tereny wiejskie,"21° 15' 38""","50° 39' 0""",2019-06-13,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. ŚWIĘTOKRZYSKIE,Powiat włoszczowski,Krasocin,"Krasocin. stacja paliw ""Wiatrak"" (obok wiatraka)",Tereny wiejskie,"20° 7' 12""","50° 53' 30""",2019-04-25,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.0733333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat ełcki,Ełk,Ełk ul. Kościuszki,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 21' 51""","53° 49' 15""",2019-09-25,Składowa elektryczna 3[MHz]-300[GHz],0.8,0.16,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat ełcki,Ełk,Ełk ul. Toruńska 16,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 20' 57""","53° 49' 49""",2019-06-24,Składowa elektryczna 3[MHz]-300[GHz],0.58,0.116,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat ełcki,Ełk,Ełk ul. M. Curie-Skłodowskiej 1,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 22' 8""","53° 49' 31""",2019-06-21,Składowa elektryczna 3[MHz]-300[GHz],0.36,0.072,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat ełcki,Ełk,Ełk ul. Grodzieńska 12,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 20' 30""","53° 50' 2""",2019-06-21,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.06,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat ełcki,Ełk,Ełk ul. Letniskowa 2,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 22' 38""","53° 48' 7""",2019-07-01,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat ełcki,Ełk,Ełk ul. Królowej Jadwigi,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 19' 56""","53° 48' 51""",2019-06-26,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.054,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat ełcki,Ełk,Ełk ul. Przemysłowa,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 22' 41""","53° 48' 36""",2019-06-05,Składowa elektryczna 3[MHz]-300[GHz],0.88,0.176,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat ełcki,Ełk,Ełk ul. Grajewska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 22' 1""","53° 48' 22""",2019-06-24,Składowa elektryczna 3[MHz]-300[GHz],0.66,0.132,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat ełcki,Ełk,Ełk ul. Suwalska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 22' 1""","53° 49' 45""",2019-06-28,Składowa elektryczna 3[MHz]-300[GHz],1.67,0.334,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat m. Elbląg,M. Elbląg,Elbląg ul. Słoneczna ,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 24' 35""","54° 9' 43""",2019-08-12,Składowa elektryczna 3[MHz]-300[GHz],0.47,0.09,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat m. Elbląg,M. Elbląg,Elbląg ul. Kościuszki 27-29,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 25' 8""","54° 9' 43""",2019-08-01,Składowa elektryczna 3[MHz]-300[GHz],0.33,0.07,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat m. Elbląg,M. Elbląg,Elbląg ul. Świerkowa,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 24' 50""","54° 10' 38""",2019-08-12,Składowa elektryczna 3[MHz]-300[GHz],0.35,0.07,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat m. Elbląg,M. Elbląg,Elbląg ul. Częstochowska 2B,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 25' 40""","54° 10' 52""",2019-07-25,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.22,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat m. Elbląg,M. Elbląg,Elbląg ul. Wieżowa 1,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 23' 45""","54° 9' 34""",2019-07-29,Składowa elektryczna 3[MHz]-300[GHz],0.26,0.05,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat m. Olsztyn,M. Olsztyn,Olsztyn ul. Obr.Tobruku i Armii Kraj. ,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 27' 54""","53° 45' 59""",2019-10-14,Składowa elektryczna 3[MHz]-300[GHz],0.8,0.16,0.6013333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat iławski,Lubawa,Lubawa ul.Rynek 12,Pozostałe miasta,"19° 45' 0""","53° 30' 15""",2019-08-09,Składowa elektryczna 3[MHz]-300[GHz],0.45,0.09,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat iławski,Susz,Susz ul. Stare Miasto,Pozostałe miasta,"19° 20' 19""","53° 43' 5""",2019-08-20,Składowa elektryczna 3[MHz]-300[GHz],0.6,0.12,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat iławski,Lubawa,Lubawa ul. Biblii Gutenberga/Kopernika,Pozostałe miasta,"19° 45' 12""","53° 30' 21""",2019-08-09,Składowa elektryczna 3[MHz]-300[GHz],0.7,0.14,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat lidzbarski,Lidzbark Warmiński,Lidzbark Warmiński Pl. Wolności 2 ,Pozostałe miasta,"20° 34' 49""","54° 7' 33""",2019-07-22,Składowa elektryczna 3[MHz]-300[GHz],0.29,0.06,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat lidzbarski,Lidzbark Warmiński,Lidzbark  Warmiński ul. Szwoleżerów 10 ,Pozostałe miasta,"20° 34' 10""","54° 7' 44""",2019-07-22,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat lidzbarski,Orneta,Orneta ul. Kościelna 2,Pozostałe miasta,"20° 7' 47""","54° 6' 54""",2019-07-31,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.21,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat olecki,Olecko,Olecko Pl. Wolności 25 ,Pozostałe miasta,"22° 30' 18""","54° 2' 17""",2019-05-29,Składowa elektryczna 3[MHz]-300[GHz],0.28,0.056,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat olecki,Olecko,Olecko ul. Zana,Pozostałe miasta,"22° 30' 41""","54° 1' 40""",2019-05-29,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat piski,Orzysz,Orzysz ul. 22 Lipca ,Pozostałe miasta,"21° 56' 57""","53° 48' 40""",2019-06-12,Składowa elektryczna 3[MHz]-300[GHz],0.22,0.044,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat piski,Orzysz,Orzysz ul. Kolejowa,Pozostałe miasta,"21° 56' 22""","53° 48' 13""",2019-06-12,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.06,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat piski,Pisz,Pisz ul. Kościuszki ,Pozostałe miasta,"21° 48' 32""","53° 37' 46""",2019-06-10,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.042,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat piski,Pisz,Pisz ul. Wł. Jagiełły 29,Pozostałe miasta,"21° 49' 6""","53° 37' 32""",2019-06-10,Składowa elektryczna 3[MHz]-300[GHz],0.41,0.082,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat piski,Ruciane-Nida,Ruciane-Nida ul. Dworcowa,Pozostałe miasta,"21° 33' 47""","53° 38' 57""",2019-06-17,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat piski,Ruciane-Nida,Ruciane-Nida ul. Kwiatowa 1,Pozostałe miasta,"21° 32' 7""","53° 38' 23""",2019-06-17,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.042,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat gołdapski,Gołdap,Gołdap ul.  Kościuszki,Pozostałe miasta,"22° 17' 45""","54° 18' 16""",2019-06-05,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.206,0.4246667
WOJ. WARMIŃSKO-MAZURSKIE,Powiat braniewski,Lelkowo,Lelkowo,Tereny wiejskie,"20° 13' 29""","54° 19' 27""",2019-08-02,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat braniewski,Wilczęta,Wilczęta,Tereny wiejskie,"19° 52' 57""","54° 10' 6""",2019-08-07,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat braniewski,Lelkowo,Zagaje,Tereny wiejskie,"20° 10' 31""","54° 22' 20""",2019-08-07,Składowa elektryczna 3[MHz]-300[GHz],0.64,0.13,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat elbląski,Godkowo,Skowrony,Tereny wiejskie,"19° 53' 23""","54° 3' 47""",2019-07-31,Składowa elektryczna 3[MHz]-300[GHz],0.35,0.07,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat elbląski,Rychliki,Rychliki,Tereny wiejskie,"19° 31' 41""","53° 59' 5""",2019-08-22,Składowa elektryczna 3[MHz]-300[GHz],0.34,0.07,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat elbląski,Markusy,Markusy,Tereny wiejskie,"19° 23' 5""","54° 2' 51""",2019-08-05,Składowa elektryczna 3[MHz]-300[GHz],0.51,0.1,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat elbląski,Milejewo,Milejewo,Tereny wiejskie,"19° 32' 47""","54° 13' 10""",2019-08-22,Składowa elektryczna 3[MHz]-300[GHz],0.15,0.03,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat giżycki,Miłki,Miłki,Tereny wiejskie,"21° 52' 21""","53° 56' 36""",2019-05-23,Składowa elektryczna 3[MHz]-300[GHz],0.4,0.08,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat iławski,Iława,Szymbark,Tereny wiejskie,"19° 29' 7""","53° 38' 41""",2019-08-20,Składowa elektryczna 3[MHz]-300[GHz],0.26,0.05,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat mrągowski,Mikołajki,Baranowo,Tereny wiejskie,"21° 26' 54""","53° 49' 38""",2019-03-29,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat mrągowski,Piecki,Piecki,Tereny wiejskie,"21° 20' 26""","53° 45' 15""",2019-03-18,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat mrągowski,Sorkwity,Sorkwity,Tereny wiejskie,"21° 8' 37""","53° 50' 47""",2019-03-11,Składowa elektryczna 3[MHz]-300[GHz],0.24,0.048,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat olecki,Wieliczki,Wieliczki,Tereny wiejskie,"22° 34' 4""","53° 59' 6""",2019-05-23,Składowa elektryczna 3[MHz]-300[GHz],0.26,0.052,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat piski,Pisz,Szczechy Wielkie,Tereny wiejskie,"21° 48' 38""","53° 41' 27""",2019-05-20,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.2913333
WOJ. WARMIŃSKO-MAZURSKIE,Powiat piski,Ruciane-Nida,Wejsuny,Tereny wiejskie,"21° 37' 9""","53° 41' 16""",2019-05-20,Składowa elektryczna 3[MHz]-300[GHz],0.37,0.074,0.2913333
WOJ. WIELKOPOLSKIE,Powiat gnieźnieński,Gniezno,Gniezno,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 36' 37""","52° 32' 57""",2019-05-14,Składowa elektryczna 3[MHz]-300[GHz],0.56,0.15,0.6106667
WOJ. WIELKOPOLSKIE,Powiat gnieźnieński,Gniezno,Gniezno,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 36' 27""","52° 32' 16""",2019-05-14,Składowa elektryczna 3[MHz]-300[GHz],0.33,0.08,0.6106667
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Ostrów Wielkopolski,Ostrów Wlkp.,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 49' 15""","51° 39' 35""",2019-08-29,Składowa elektryczna 3[MHz]-300[GHz],0.61,0.16,0.6106667
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Ostrów Wielkopolski,Ostrów Wlkp.,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 47' 33""","51° 38' 23""",2019-08-22,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.6106667
WOJ. WIELKOPOLSKIE,Powiat pilski,Piła,Piła,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 45' 7""","53° 8' 51""",2019-07-30,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.39,0.6106667
WOJ. WIELKOPOLSKIE,Powiat pilski,Piła,Piła,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 45' 2""","53° 9' 54""",2019-07-30,Składowa elektryczna 3[MHz]-300[GHz],0.36,0.09,0.6106667
WOJ. WIELKOPOLSKIE,Powiat m. Kalisz,M. Kalisz,Kalisz,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 4' 41""","51° 44' 43""",2019-09-04,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.6106667
WOJ. WIELKOPOLSKIE,Powiat m. Kalisz,M. Kalisz,Kalisz,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 4' 29""","51° 45' 47""",2019-08-23,Składowa elektryczna 3[MHz]-300[GHz],0.49,0.13,0.6106667
WOJ. WIELKOPOLSKIE,Powiat m. Konin,M. Konin,Konin,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 16' 12""","52° 14' 50""",2019-05-17,Składowa elektryczna 3[MHz]-300[GHz],0.65,0.17,0.6106667
WOJ. WIELKOPOLSKIE,Powiat m. Konin,M. Konin,Konin,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 18' 37""","52° 13' 59""",2019-05-17,Składowa elektryczna 3[MHz]-300[GHz],0.64,0.17,0.6106667
WOJ. WIELKOPOLSKIE,Powiat m. Leszno,M. Leszno,Leszno,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 35' 3""","51° 52' 0""",2019-04-24,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.08,0.6106667
WOJ. WIELKOPOLSKIE,Powiat m. Leszno,M. Leszno,Leszno,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 33' 51""","51° 49' 57""",2019-04-24,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.08,0.6106667
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 58' 51""","52° 23' 13""",2019-07-25,Składowa elektryczna 3[MHz]-300[GHz],0.73,0.19,0.6106667
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 54' 45""","52° 27' 39""",2019-07-25,Składowa elektryczna 3[MHz]-300[GHz],0.76,0.2,0.6106667
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"16° 55' 18""","52° 24' 3""",2019-07-24,Składowa elektryczna 3[MHz]-300[GHz],1.63,0.42,0.6106667
WOJ. WIELKOPOLSKIE,Powiat gnieźnieński,Kłecko,Kłecko,Pozostałe miasta,"17° 25' 50""","52° 37' 55""",2019-05-29,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat gnieźnieński,Witkowo,Witkowo,Pozostałe miasta,"17° 45' 53""","52° 26' 15""",2019-06-10,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat jarociński,Żerków,Żerków,Pozostałe miasta,"17° 33' 46""","52° 4' 7""",2019-06-04,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat kaliski,Stawiszyn,Stawiszyn,Pozostałe miasta,"18° 6' 42""","51° 55' 5""",2019-07-16,Składowa elektryczna 3[MHz]-300[GHz],0.2,,0.2993333
WOJ. WIELKOPOLSKIE,Powiat koniński,Golina,Golina,Pozostałe miasta,"18° 6' 3""","52° 14' 47""",2019-05-10,Składowa elektryczna 3[MHz]-300[GHz],0.47,0.12,0.2993333
