Województwo,Powiat,Gmina,Adres,Typ obszaru,Długość geograficzna,Szerokość geograficzna,Data pomiaru,Parametr pomiaru,Wynik pomiaru [V/m],Niepewność pomiaru [V/m],Średnia dla obszaru [V/m]
WOJ. MAŁOPOLSKIE,Powiat m. Kraków,M. Kraków,Kraków. ul. Powiśle,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 55' 57""","50° 3' 17""",2019-09-26,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.18,1
WOJ. MAŁOPOLSKIE,Powiat m. Nowy Sącz,M. Nowy Sącz,Nowy Sącz. ul. Lwowska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 42' 47""","49° 37' 28""",2019-07-18,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,1
WOJ. MAŁOPOLSKIE,Powiat m. Nowy Sącz,M. Nowy Sącz,Nowy Sącz. ul. Zabełecka,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 42' 10""","49° 39' 1""",2019-07-25,Składowa elektryczna 3[MHz]-300[GHz],0.0,,1
WOJ. MAŁOPOLSKIE,Powiat m. Nowy Sącz,M. Nowy Sącz,Nowy Sącz. ul. Bohaterów Orła Białego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 41' 20""","49° 35' 32""",2019-08-28,Składowa elektryczna 3[MHz]-300[GHz],0.15,0.03,1
WOJ. MAŁOPOLSKIE,Powiat m. Tarnów,M. Tarnów,Tarnów. ul. Traugutta,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 56' 4""","50° 0' 42""",2019-08-20,Składowa elektryczna 3[MHz]-300[GHz],0.12,0.04,1
WOJ. MAŁOPOLSKIE,Powiat m. Tarnów,M. Tarnów,Tarnów. ul. Lwowska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 59' 34""","50° 0' 49""",2019-10-07,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.05,1
WOJ. MAŁOPOLSKIE,Powiat m. Tarnów,M. Tarnów,Tarnów. ul. Krakowska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 57' 24""","49° 59' 59""",2019-10-08,Składowa elektryczna 3[MHz]-300[GHz],0.5,0.09,1
WOJ. MAŁOPOLSKIE,Powiat bocheński,Nowy Wiśnicz,Nowy Wiśnicz. Park przy Ratuszu ul. Lipnicka,Pozostałe miasta,"20° 27' 45""","49° 54' 54""",2019-06-25,Składowa elektryczna 3[MHz]-300[GHz],0.37,0.06,0.2246667
WOJ. MAŁOPOLSKIE,Powiat bocheński,Bochnia,Bochnia. ul. Kraszewskiego,Pozostałe miasta,"20° 25' 47""","49° 58' 12""",2019-04-03,Składowa elektryczna 3[MHz]-300[GHz],0.17,0.03,0.2246667
WOJ. MAŁOPOLSKIE,Powiat brzeski,Brzesko,Brzesko. ul. Jana Pawła II,Pozostałe miasta,"20° 36' 21""","49° 58' 40""",2019-08-30,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.2246667
WOJ. MAŁOPOLSKIE,Powiat chrzanowski,Trzebinia,Trzebinia. ul. Św. Stanisława,Pozostałe miasta,"19° 27' 57""","50° 9' 37""",2019-04-02,Składowa elektryczna 3[MHz]-300[GHz],0.16,0.03,0.2246667
WOJ. MAŁOPOLSKIE,Powiat chrzanowski,Chrzanów,Chrzanów. Os. Niepodległości,Pozostałe miasta,"19° 25' 14""","50° 8' 28""",2019-08-08,Składowa elektryczna 3[MHz]-300[GHz],0.22,0.04,0.2246667
WOJ. MAŁOPOLSKIE,Powiat dąbrowski,Dąbrowa Tarnowska,Dąbrowa Tarnowska. ul. Żabieńska,Pozostałe miasta,"20° 58' 59""","50° 10' 5""",2019-08-09,Składowa elektryczna 3[MHz]-300[GHz],0.62,0.11,0.2246667
WOJ. MAŁOPOLSKIE,Powiat gorlicki,Bobowa,Bobowa. ul. Grunwaldzka,Pozostałe miasta,"20° 57' 12""","49° 42' 47""",2019-09-23,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.05,0.2246667
WOJ. MAŁOPOLSKIE,Powiat krakowski,Skała,Skała. Rynek,Pozostałe miasta,"19° 51' 14""","50° 13' 49""",2019-07-15,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.04,0.2246667
WOJ. MAŁOPOLSKIE,Powiat krakowski,Skawina,Skawina. ul. Babetty,Pozostałe miasta,"19° 49' 39""","49° 58' 24""",2019-08-01,Składowa elektryczna 3[MHz]-300[GHz],0.27,0.05,0.2246667
WOJ. MAŁOPOLSKIE,Powiat nowosądecki,Grybów,Grybów. Rynek,Pozostałe miasta,"20° 56' 42""","49° 37' 29""",2019-08-06,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.05,0.2246667
WOJ. MAŁOPOLSKIE,Powiat proszowicki,Nowe Brzesko,Nowe Brzesko. ul. Krakowska,Pozostałe miasta,"20° 22' 23""","50° 7' 50""",2019-09-04,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.04,0.2246667
WOJ. MAŁOPOLSKIE,Powiat suski,Sucha Beskidzka,Sucha Beskidzka. Rynek,Pozostałe miasta,"19° 36' 3""","49° 44' 31""",2019-08-26,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.2246667
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Wojnicz,Wojnicz. ul. Tarnowska,Pozostałe miasta,"20° 50' 18""","49° 57' 28""",2019-04-04,Składowa elektryczna 3[MHz]-300[GHz],0.17,0.03,0.2246667
WOJ. MAŁOPOLSKIE,Powiat wadowicki,Andrychów,Andrychów. Plac Adama Mickiewicza,Pozostałe miasta,"19° 20' 26""","49° 51' 13""",2019-07-22,Składowa elektryczna 3[MHz]-300[GHz],0.41,0.07,0.2246667
WOJ. MAŁOPOLSKIE,Powiat wadowicki,Kalwaria Zebrzydowska,Kalwaria Zebrzydowska. Rynek,Pozostałe miasta,"19° 40' 33""","49° 52' 0""",2019-07-29,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.04,0.2246667
WOJ. MAŁOPOLSKIE,Powiat bocheński,Lipnica Murowana,Lipnica Murowana,Tereny wiejskie,"20° 31' 38""","49° 51' 32""",2019-07-04,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1433333
WOJ. MAŁOPOLSKIE,Powiat dąbrowski,Olesno,Olesno,Tereny wiejskie,"20° 55' 41""","50° 12' 3""",2019-08-07,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1433333
WOJ. MAŁOPOLSKIE,Powiat limanowski,Niedźwiedź,Niedźwiedź,Tereny wiejskie,"20° 5' 0""","49° 37' 28""",2019-07-19,Składowa elektryczna 3[MHz]-300[GHz],0.13,0.03,0.1433333
WOJ. MAŁOPOLSKIE,Powiat myślenicki,Wiśniowa,Wiśniowa,Tereny wiejskie,"20° 6' 59""","49° 47' 14""",2019-07-30,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1433333
WOJ. MAŁOPOLSKIE,Powiat nowosądecki,Łącko,Łącko,Tereny wiejskie,"20° 26' 6""","49° 33' 27""",2019-09-24,Składowa elektryczna 3[MHz]-300[GHz],0.12,0.03,0.1433333
WOJ. MAŁOPOLSKIE,Powiat nowotarski,Czorsztyn,Maniowy,Tereny wiejskie,"20° 15' 53""","49° 27' 32""",2019-08-05,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1433333
WOJ. MAŁOPOLSKIE,Powiat nowotarski,Jabłonka,Jabłonka,Tereny wiejskie,"19° 41' 40""","49° 28' 47""",2019-07-16,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1433333
WOJ. MAŁOPOLSKIE,Powiat olkuski,Bolesław,Bolesław-Bukowno,Tereny wiejskie,"19° 28' 45""","50° 17' 46""",2019-08-29,Składowa elektryczna 3[MHz]-300[GHz],0.11,0.04,0.1433333
WOJ. MAŁOPOLSKIE,Powiat oświęcimski,Polanka Wielka,Polanka Wielka,Tereny wiejskie,"19° 19' 33""","49° 59' 11""",2019-07-17,Składowa elektryczna 3[MHz]-300[GHz],0.24,0.04,0.1433333
WOJ. MAŁOPOLSKIE,Powiat suski,Zawoja,Zawoja,Tereny wiejskie,"19° 33' 22""","49° 39' 32""",2019-08-27,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.03,0.1433333
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Wierzchosławice,Wierzchosławice,Tereny wiejskie,"20° 51' 35""","50° 1' 9""",2019-08-19,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1433333
WOJ. MAŁOPOLSKIE,Powiat tarnowski,Gromnik,Gromnik,Tereny wiejskie,"20° 57' 37""","49° 50' 18""",2019-10-01,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1433333
WOJ. MAŁOPOLSKIE,Powiat tatrzański,Bukowina Tatrzańska,Bukowina Tatrzańska,Tereny wiejskie,"20° 5' 50""","49° 19' 47""",2019-07-10,Składowa elektryczna 3[MHz]-300[GHz],0.13,0.02,0.1433333
WOJ. MAŁOPOLSKIE,Powiat wielicki,Kłaj,Kłaj,Tereny wiejskie,"20° 17' 54""","49° 59' 39""",2019-04-09,Składowa elektryczna 3[MHz]-300[GHz],0.0,,0.1433333
WOJ. MAŁOPOLSKIE,Powiat wielicki,Wieliczka,Mietniów,Tereny wiejskie,"20° 4' 30""","49° 57' 40""",2019-07-26,Składowa elektryczna 3[MHz]-300[GHz],0.92,0.16,0.1433333
WOJ. MAZOWIECKIE,Powiat legionowski,Legionowo,Legionowo. ul. Ks. Augustyna Kordeckiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 55' 22""","52° 24' 8""",2019-05-30,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.818
WOJ. MAZOWIECKIE,Powiat pruszkowski,Pruszków,Pruszków. ul. Helenowska 8,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 47' 26""","52° 9' 24""",2019-06-13,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.818
WOJ. MAZOWIECKIE,Powiat m. Ostrołęka,M. Ostrołęka,Ostrołęka. Plac Jana Pawła II,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 34' 7""","53° 5' 9""",2019-07-18,Składowa elektryczna 3[MHz]-300[GHz],0,0.26,0.818
WOJ. MAZOWIECKIE,Powiat m. Płock,M. Płock,Płock. ul. Cicha 12A,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 40' 45""","52° 31' 33""",2019-09-26,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.818
WOJ. MAZOWIECKIE,Powiat m. Płock,M. Płock,Płock. ul. Okrzei 2,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"19° 41' 2""","52° 32' 51""",2019-09-26,Składowa elektryczna 3[MHz]-300[GHz],0.56,0.14,0.818
WOJ. MAZOWIECKIE,Powiat m. Radom,M. Radom,Radom. ul. Malczewskiego 4,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 8' 52""","51° 24' 11""",2019-08-27,Składowa elektryczna 3[MHz]-300[GHz],0.32,0.08,0.818
WOJ. MAZOWIECKIE,Powiat m. Siedlce,M. Siedlce,Siedlce. ul. Zdanowskiego przy dworcu PKP,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 16' 20""","52° 9' 45""",2019-10-29,Składowa elektryczna 3[MHz]-300[GHz],1.32,0.32,0.818
WOJ. MAZOWIECKIE,Powiat m. Siedlce,M. Siedlce,Siedlce. ul. Starowiejska 36,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 17' 27""","52° 10' 1""",2019-08-26,Składowa elektryczna 3[MHz]-300[GHz],0.31,0.08,0.818
WOJ. MAZOWIECKIE,Powiat m. Siedlce,M. Siedlce,Siedlce. ul. Monte Cassino 37,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"22° 14' 59""","52° 9' 44""",2019-10-29,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.818
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa. skrzyżowanie ulic. Gen. Zajączka i Or Otta,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 59' 7""","52° 15' 40""",2019-06-18,Składowa elektryczna 3[MHz]-300[GHz],0.25,0.06,0.818
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa. ul. Tunelowa przy Dworcu Zachodnim,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 57' 49""","52° 13' 15""",2019-03-27,Składowa elektryczna 3[MHz]-300[GHz],1.58,0.39,0.818
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa. skrzyżowanie ulic Ostrobramskiej i Międzyborskiej,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 4' 54""","52° 14' 9""",2019-05-22,Składowa elektryczna 3[MHz]-300[GHz],0.04,0.5,0.818
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa. skrzyżowanie ulic Kondratowicza i Chodeckiej,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 2' 28""","52° 17' 30""",2019-08-30,Składowa elektryczna 3[MHz]-300[GHz],1.48,0.36,0.818
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa. skrzyżowanie ulic Andersa i Długiej,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"21° 0' 3""","52° 14' 43""",2019-08-23,Składowa elektryczna 3[MHz]-300[GHz],1.59,0.39,0.818
WOJ. MAZOWIECKIE,Powiat m. st. Warszawa,M. st. Warszawa,Warszawa. skrzyżowanie Al. Krakowskiej i ul. Bakalarskiej,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"20° 57' 37""","52° 11' 36""",2019-09-06,Składowa elektryczna 3[MHz]-300[GHz],1.39,0.34,0.818
WOJ. MAZOWIECKIE,Powiat białobrzeski,Białobrzegi,Białobrzegi. ul. Polna,Pozostałe miasta,"20° 57' 0""","51° 38' 25""",2019-08-29,Składowa elektryczna 3[MHz]-300[GHz],0.32,0.08,0.2693333
WOJ. MAZOWIECKIE,Powiat białobrzeski,Wyśmierzyce,Wyśmierzyce. ul. Kościelna,Pozostałe miasta,"20° 48' 48""","51° 37' 31""",2019-11-12,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2693333
WOJ. MAZOWIECKIE,Powiat garwoliński,Garwolin,Garwolin. ul. Olimpijska 6,Pozostałe miasta,"21° 37' 17""","51° 53' 52""",2019-06-12,Składowa elektryczna 3[MHz]-300[GHz],0.44,0.11,0.2693333
WOJ. MAZOWIECKIE,Powiat garwoliński,Maciejowice,Maciejowice. ul. Rynek,Pozostałe miasta,"21° 33' 10""","51° 41' 35""",2019-07-16,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2693333
WOJ. MAZOWIECKIE,Powiat garwoliński,Pilawa,Pilawa. Aleja Wyzwolenia 103,Pozostałe miasta,"21° 31' 31""","51° 57' 35""",2019-07-19,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.07,0.2693333
WOJ. MAZOWIECKIE,Powiat garwoliński,Trojanów,Trojanów nr 62. centrum miejscowości,Pozostałe miasta,"21° 49' 11""","51° 41' 37""",2019-10-07,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.05,0.2693333
WOJ. MAZOWIECKIE,Powiat garwoliński,Żelechów,Żelechów. ul. Długa 126,Pozostałe miasta,"21° 53' 41""","51° 48' 37""",2019-10-14,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.05,0.2693333
WOJ. MAZOWIECKIE,Powiat grójecki,Grójec,Grójec. ul. Piłsudskiego 6,Pozostałe miasta,"20° 52' 11""","51° 51' 54""",2019-07-24,Składowa elektryczna 3[MHz]-300[GHz],0.65,0.16,0.2693333
WOJ. MAZOWIECKIE,Powiat grójecki,Mogielnica,Mogielnica. Plac Poświętna,Pozostałe miasta,"20° 43' 19""","51° 41' 33""",2019-09-25,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2693333
WOJ. MAZOWIECKIE,Powiat grójecki,Nowe Miasto nad Pilicą,Nowe Miasto nad Pylicą. centrum miasta ul. 15 Grudnia,Pozostałe miasta,"20° 34' 57""","51° 36' 58""",2019-10-21,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.05,0.2693333
WOJ. MAZOWIECKIE,Powiat grójecki,Warka,Warka. ul. Niemojewska,Pozostałe miasta,"21° 11' 14""","51° 46' 55""",2019-07-23,Składowa elektryczna 3[MHz]-300[GHz],0.38,0.09,0.2693333
WOJ. MAZOWIECKIE,Powiat kozienicki,Magnuszew,Magnuszew. skrzyżowanie ulic Saperów i Czołgistów,Pozostałe miasta,"21° 23' 0""","51° 45' 42""",2019-08-20,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2693333
WOJ. MAZOWIECKIE,Powiat piaseczyński,Góra Kalwaria,Góra Kalwaria. Pl. Marszałka Józefa Piłsudskiego,Pozostałe miasta,"21° 13' 10""","51° 58' 54""",2019-04-26,Składowa elektryczna 3[MHz]-300[GHz],0.57,0.14,0.2693333
WOJ. MAZOWIECKIE,Powiat siedlecki,Mordy,Mordy. Plac Zwycięstwa 3,Pozostałe miasta,"22° 30' 59""","52° 12' 37""",2019-07-22,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.2693333
WOJ. MAZOWIECKIE,Powiat węgrowski,Łochów,Łochów. Chopina 32,Pozostałe miasta,"21° 41' 19""","52° 31' 42""",2019-06-24,Składowa elektryczna 3[MHz]-300[GHz],0.26,0.06,0.2693333
WOJ. MAZOWIECKIE,Powiat białobrzeski,Wyśmierzyce,Korzeń. gm. Wyśmierzyce,Tereny wiejskie,"20° 52' 42""","51° 38' 28""",2019-11-12,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat białobrzeski,Promna,Wola Branecka. gm. Promna,Tereny wiejskie,"21° 0' 17""","51° 42' 28""",2019-08-29,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat garwoliński,Maciejowice,Oblin. gm. Maciejowice,Tereny wiejskie,"21° 31' 4""","51° 41' 53""",2019-07-16,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat garwoliński,Miastków Kościelny,Oziemkówka. gm. Miastków Kościelny,Tereny wiejskie,"21° 45' 28""","51° 54' 59""",2019-10-02,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat garwoliński,Pilawa,Puznówka 124. gm. Pilawa,Tereny wiejskie,"21° 34' 18""","51° 58' 25""",2019-08-22,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.05,0.1673333
WOJ. MAZOWIECKIE,Powiat garwoliński,Borowie,Wilchta. gm. Borowie,Tereny wiejskie,"21° 42' 29""","51° 56' 37""",2019-09-25,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat garwoliński,Trojanów,Wola Życka. gm. trojanów,Tereny wiejskie,"21° 43' 6""","51° 40' 16""",2019-10-08,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat grójecki,Warka,Magierowa Wola. gm. Warka,Tereny wiejskie,"21° 12' 18""","51° 51' 34""",2019-07-22,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat grójecki,Goszczyn,Modrzewina. gm. Goszczyn,Tereny wiejskie,"20° 47' 55""","51° 43' 53""",2019-10-24,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat grójecki,Grójec,Słomczyn. gm. Grójec,Tereny wiejskie,"20° 56' 25""","51° 53' 3""",2019-07-24,Składowa elektryczna 3[MHz]-300[GHz],0.89,0.22,0.1673333
WOJ. MAZOWIECKIE,Powiat grójecki,Mogielnica,Stryków. gm. Mogielnica,Tereny wiejskie,"20° 42' 39""","51° 39' 39""",2019-11-05,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat kozienicki,Magnuszew,Chmielew. gm. Magnuszew,Tereny wiejskie,"21° 20' 31""","51° 48' 49""",2019-08-20,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat miński,Latowicz,Wielgolas. gm. Latowicz,Tereny wiejskie,"21° 42' 32""","52° 2' 23""",2019-09-24,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. MAZOWIECKIE,Powiat piaseczyński,Góra Kalwaria,Czersk. gm. Góra Kalwaria,Tereny wiejskie,"21° 13' 53""","51° 57' 30""",2019-07-15,Składowa elektryczna 3[MHz]-300[GHz],0.21,0.05,0.1673333
WOJ. MAZOWIECKIE,Powiat siedlecki,Siedlce,Pruszyn. ul. Kościelna. gm. Siedlce,Tereny wiejskie,"22° 24' 43""","52° 11' 22""",2019-07-22,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.1673333
WOJ. OPOLSKIE,Powiat kędzierzyńsko-kozielski,Kędzierzyn-Koźle,Kędzierzyn-Koźle ul. Benisza,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 14' 17""","50° 20' 42""",2019-06-24,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.32
WOJ. OPOLSKIE,Powiat kędzierzyńsko-kozielski,Kędzierzyn-Koźle,Kędzierzyn-Koźle ul. Grabskiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 14' 50""","50° 19' 34""",2019-06-03,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.2,0.32
WOJ. OPOLSKIE,Powiat kędzierzyńsko-kozielski,Kędzierzyn-Koźle,Kędzierzyn-Koźle ul. Krzywoustego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 14' 9""","50° 20' 53""",2019-06-24,Składowa elektryczna 3[MHz]-300[GHz],0.4,0.2,0.32
WOJ. OPOLSKIE,Powiat kędzierzyńsko-kozielski,Kędzierzyn-Koźle,Kedzierzyn-Koźle ul. Kwiatowa,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 11' 55""","50° 20' 18""",2019-06-28,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.2,0.32
WOJ. OPOLSKIE,Powiat kędzierzyńsko-kozielski,Kędzierzyn-Koźle,Kędzierzyn-Koźle ul. Matejki,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 12' 42""","50° 20' 29""",2019-06-28,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.2,0.32
WOJ. OPOLSKIE,Powiat kędzierzyńsko-kozielski,Kędzierzyn-Koźle,Kędzierzyn-Koźle ul. Przodowników Pracy,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"18° 14' 39""","50° 19' 26""",2019-06-03,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.2,0.32
WOJ. OPOLSKIE,Powiat m. Opole,M. Opole,Opole ul. Budziszyńska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 57' 20""","50° 40' 3""",2019-10-09,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.32
WOJ. OPOLSKIE,Powiat m. Opole,M. Opole,Opole ul. Domańskiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 53' 35""","50° 39' 53""",2019-10-25,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.32
WOJ. OPOLSKIE,Powiat m. Opole,M. Opole,Opole Plac Kopernika,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 55' 36""","50° 40' 9""",2019-07-15,Składowa elektryczna 3[MHz]-300[GHz],0.8,0.3,0.32
WOJ. OPOLSKIE,Powiat m. Opole,M. Opole,Opole ul. Nowowiejska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 59' 5""","50° 39' 49""",2019-10-29,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.2,0.32
WOJ. OPOLSKIE,Powiat m. Opole,M. Opole,Opole ul. Plebiscytowa,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 56' 31""","50° 39' 49""",2019-04-03,Składowa elektryczna 3[MHz]-300[GHz],0.4,0.2,0.32
WOJ. OPOLSKIE,Powiat m. Opole,M. Opole,Opole ul. Wiejska,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 57' 21""","50° 41' 1""",2019-04-01,Składowa elektryczna 3[MHz]-300[GHz],0.2,0.2,0.32
WOJ. OPOLSKIE,Powiat m. Opole,M. Opole,Opole ul. Witosa,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 58' 27""","50° 40' 40""",2019-10-28,Składowa elektryczna 3[MHz]-300[GHz],0.5,0.2,0.32
WOJ. OPOLSKIE,Powiat m. Opole,M. Opole,Opole ul. Wróblewskiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 53' 38""","50° 39' 33""",2019-06-05,Składowa elektryczna 3[MHz]-300[GHz],0.8,0.3,0.32
WOJ. OPOLSKIE,Powiat m. Opole,M. Opole,Opole ul. Wyczółkowskiego,Centralne dzielnice lub osiedla miast o liczbie mieszkańców przekraczającej 50 tys.,"17° 54' 2""","50° 39' 41""",2019-05-29,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.32
WOJ. OPOLSKIE,Powiat brzeski,Brzeg,Brzeg ul Łokietka,Pozostałe miasta,"17° 28' 42""","50° 51' 21""",2019-04-23,Składowa elektryczna 3[MHz]-300[GHz],0.8,0.3,0.5533333
WOJ. OPOLSKIE,Powiat brzeski,Lewin Brzeski,Lewin Brzeski. ul. Narutowicza,Pozostałe miasta,"17° 37' 17""","50° 44' 57""",2019-12-05,Składowa elektryczna 3[MHz]-300[GHz],0.5,0.3,0.5533333
WOJ. OPOLSKIE,Powiat głubczycki,Głubczyce,Głubczyce. ul. Dworcowa,Pozostałe miasta,"17° 48' 44""","50° 11' 53""",2019-03-22,Składowa elektryczna 3[MHz]-300[GHz],0.4,0.2,0.5533333
WOJ. OPOLSKIE,Powiat głubczycki,Kietrz,Kietrz. ul. Głowackiego,Pozostałe miasta,"18° 0' 40""","50° 4' 44""",2019-04-08,Składowa elektryczna 3[MHz]-300[GHz],0.3,0.2,0.5533333
WOJ. OPOLSKIE,Powiat kluczborski,Byczyna,Byczyna ul. Polanowicka,Pozostałe miasta,"18° 12' 16""","51° 6' 43""",2019-04-02,Składowa elektryczna 3[MHz]-300[GHz],0.1,,0.5533333
WOJ. OPOLSKIE,Powiat kluczborski,Kluczbork,Kluczbork. ul. Kołłątaja,Pozostałe miasta,"18° 12' 11""","50° 58' 45""",2019-07-30,Składowa elektryczna 3[MHz]-300[GHz],0.1,0.4,0.5533333
